ProductID	ProductType	ProductGroup	ProductName	ProductName2	PriceBand	PriceGroup	VATRate	Measure	CostPricePerSKU	GrossSellPrice	BarCode	PLU	PLU2	SKUName	BINNumber	KPText	CommissionPercentage	AllowZeroPrice	UseStandardVAT	AwardCRMPoints	ChargePerMinute	ExcludeFromReceipt	PromptForDescription	SellByWeight	ServiceChargeExempt	PrintToKPStandalone	IsMain	ProductInfo	RezlynxCode	MeasureCostPricePerSKU	ProhibitSalesWhenUnderStocked	IsUseBatchSales	CookTimeSeconds	ShelfLifeSeconds	IsDisplayAfterProduced	IsBatchSalesProduceOnSale	AlcoholPercent	UnitVolume	AllowDiscount	ItemCookCount	SelfServiceFood	SelfServiceDrink	IsChooseLater	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	KP16	HideMeasureShortNameFromReceipt	ThirdPartyCRMPointsValue	ExtraReceiptText	CRMPointsValue	IsAvailableThroughTevalisAPI	IsAlcohol	CRMCode	ReportCategory	Region	Vintage	StockWarningLevel
1665	Beverage	Non Alcoholic	Voyager Water Still		Master Price Band	Standard	GST	Each	0	10.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2263	Beverage	Non Alcoholic	Water		Master Price Band	Standard	GST	Glass	0	-1.00					0		0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2263	Beverage	Non Alcoholic	Water		Master Price Band	Standard	GST	Jug		-1.00																				-1																																								
2263	Beverage	Non Alcoholic	Water		Master Price Band	Standard	GST	Kids		-1.00																				-1																																								
2263	Beverage	Non Alcoholic	Water		Master Price Band	Standard	GST	Pint		-1.00																				-1																																								
1845	Beverage	Other Spirits / Liquers	Agavero Tequila Liqueur		Master Price Band	Standard	GST	15ml	0	11.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1845	Beverage	Other Spirits / Liquers	Agavero Tequila Liqueur		Master Price Band	Standard	GST	30ml		14.50																				-1																																								
1846	Beverage	Other Spirits / Liquers	Baileys Irish Cream		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1846	Beverage	Other Spirits / Liquers	Baileys Irish Cream		Master Price Band	Standard	GST	30ml		12.00																				-1																																								
1847	Beverage	Other Spirits / Liquers	Bols Triple Sec		Master Price Band	Standard	GST	15ml	0	10.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1847	Beverage	Other Spirits / Liquers	Bols Triple Sec		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1848	Beverage	Other Spirits / Liquers	Chambord		Master Price Band	Standard	GST	15ml	0	11.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1848	Beverage	Other Spirits / Liquers	Chambord		Master Price Band	Standard	GST	30ml		14.50																				-1																																								
1849	Beverage	Other Spirits / Liquers	Cointreau		Master Price Band	Standard	GST	15ml	0	11.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1849	Beverage	Other Spirits / Liquers	Cointreau		Master Price Band	Standard	GST	30ml		14.50																				-1																																								
1850	Beverage	Other Spirits / Liquers	De Kuyper Blue Curacao		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1850	Beverage	Other Spirits / Liquers	De Kuyper Blue Curacao		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1851	Beverage	Other Spirits / Liquers	De Kyuper Butterschotch Schnapps		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1851	Beverage	Other Spirits / Liquers	De Kyuper Butterschotch Schnapps		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1852	Beverage	Other Spirits / Liquers	De Kyuper Peach Schnapps		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1852	Beverage	Other Spirits / Liquers	De Kyuper Peach Schnapps		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1853	Beverage	Other Spirits / Liquers	Drambuie		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1853	Beverage	Other Spirits / Liquers	Drambuie		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1854	Beverage	Other Spirits / Liquers	Fireball Cinnamon Whisky		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1854	Beverage	Other Spirits / Liquers	Fireball Cinnamon Whisky		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1855	Beverage	Other Spirits / Liquers	Frangelico Hazelunt		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1855	Beverage	Other Spirits / Liquers	Frangelico Hazelunt		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1856	Beverage	Other Spirits / Liquers	Galliano Black Sambucca		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1856	Beverage	Other Spirits / Liquers	Galliano Black Sambucca		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1857	Beverage	Other Spirits / Liquers	Galliano Vanilla		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1857	Beverage	Other Spirits / Liquers	Galliano Vanilla		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1858	Beverage	Other Spirits / Liquers	Galliano White Sambucca		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1858	Beverage	Other Spirits / Liquers	Galliano White Sambucca		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1859	Beverage	Other Spirits / Liquers	Glayva Scotch		Master Price Band	Standard	GST	15ml	0	11.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1859	Beverage	Other Spirits / Liquers	Glayva Scotch		Master Price Band	Standard	GST	30ml		14.50																				-1																																								
1860	Beverage	Other Spirits / Liquers	Jagermeister		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1860	Beverage	Other Spirits / Liquers	Jagermeister		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1861	Beverage	Other Spirits / Liquers	Kahlua		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1861	Beverage	Other Spirits / Liquers	Kahlua		Master Price Band	Standard	GST	30ml		12.00																				-1																																								
1862	Beverage	Other Spirits / Liquers	Malibu		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1862	Beverage	Other Spirits / Liquers	Malibu		Master Price Band	Standard	GST	30ml		12.00																				-1																																								
1863	Beverage	Other Spirits / Liquers	Midori		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1863	Beverage	Other Spirits / Liquers	Midori		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1864	Beverage	Other Spirits / Liquers	Ouzo 12		Master Price Band	Standard	GST	15ml	0	11.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1864	Beverage	Other Spirits / Liquers	Ouzo 12		Master Price Band	Standard	GST	30ml		13.50																				-1																																								
2283	Beverage	Other Spirits / Liquers	Shankey's Whip		Master Price Band	Standard	GST	15ml	0	9.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2283	Beverage	Other Spirits / Liquers	Shankey's Whip		Master Price Band	Standard	GST	30ml		12.50																				-1																																								
1865	Beverage	Other Spirits / Liquers	St Germain Elderflower		Master Price Band	Standard	GST	15ml	0	11.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1865	Beverage	Other Spirits / Liquers	St Germain Elderflower		Master Price Band	Standard	GST	30ml		13.50																				-1																																								
1866	Beverage	Other Spirits / Liquers	Stones Green Ginger Wine		Master Price Band	Standard	GST	15ml	0	11.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1866	Beverage	Other Spirits / Liquers	Stones Green Ginger Wine		Master Price Band	Standard	GST	30ml		13.50																				-1																																								
1867	Beverage	Other Spirits / Liquers	Tia Maria		Master Price Band	Standard	GST	15ml	0	11.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1867	Beverage	Other Spirits / Liquers	Tia Maria		Master Price Band	Standard	GST	30ml		14.50																				-1																																								
1868	Beverage	Other Spirits / Liquers	Wild Turkey American Honey		Master Price Band	Standard	GST	15ml	0	10.50					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1868	Beverage	Other Spirits / Liquers	Wild Turkey American Honey		Master Price Band	Standard	GST	30ml		13.00																				-1																																								
2031	Beverage	Red Wine	Cabernet Sauvignon		Master Price Band	Standard	GST	Bottle	0	52.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2031	Beverage	Red Wine	Cabernet Sauvignon		Master Price Band	Standard	GST	Large		18.50																				-1																																								
2031	Beverage	Red Wine	Cabernet Sauvignon		Master Price Band	Standard	GST	Small		12.50																				-1																																								
1643	Beverage	Red Wine	Elefante 'El Valiente Tempranillo		Master Price Band	Standard	GST	Bottle	0	60.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1643	Beverage	Red Wine	Elefante 'El Valiente Tempranillo		Master Price Band	Standard	GST	Large		20.00																				-1																																								
1643	Beverage	Red Wine	Elefante 'El Valiente Tempranillo		Master Price Band	Standard	GST	Small		12.50																				-1																																								
2029	Beverage	Red Wine	House Red Merlot Kopiko Bay		Master Price Band	Standard	GST	Bottle	0	38.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2029	Beverage	Red Wine	House Red Merlot Kopiko Bay		Master Price Band	Standard	GST	Large		13.50																				-1																																								
2029	Beverage	Red Wine	House Red Merlot Kopiko Bay		Master Price Band	Standard	GST	Small		10.00																				-1																																								
2026	Beverage	Red Wine	Huntaway Reserve Pinot Noir		Master Price Band	Standard	GST	Bottle	0	54.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2026	Beverage	Red Wine	Huntaway Reserve Pinot Noir		Master Price Band	Standard	GST	Large		18.50																				-1																																								
2026	Beverage	Red Wine	Huntaway Reserve Pinot Noir		Master Price Band	Standard	GST	Small		13.00																				-1																																								
1642	Beverage	Red Wine	Kopiko Bay Merlot		Master Price Band	Standard	GST	Bottle	0	65.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1642	Beverage	Red Wine	Kopiko Bay Merlot		Master Price Band	Standard	GST	Large		21.50																				-1																																								
1642	Beverage	Red Wine	Kopiko Bay Merlot		Master Price Band	Standard	GST	Small		13.50																				-1																																								
1644	Beverage	Red Wine	Little Giant Shiraz		Master Price Band	Standard	GST	Bottle	0	70.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1644	Beverage	Red Wine	Little Giant Shiraz		Master Price Band	Standard	GST	Large		24.00																				-1																																								
1644	Beverage	Red Wine	Little Giant Shiraz		Master Price Band	Standard	GST	Small		14.50																				-1																																								
2030	Beverage	Red Wine	Merlot		Master Price Band	Standard	GST	Bottle	0	50.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2030	Beverage	Red Wine	Merlot		Master Price Band	Standard	GST	Large		17.00																				-1																																								
2030	Beverage	Red Wine	Merlot		Master Price Band	Standard	GST	Small		12.00																				-1																																								
2028	Beverage	Red Wine	Mt Difficulty Estate Bannockburn		Master Price Band	Standard	GST	Bottle	0	88.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1640	Beverage	Red Wine	Rebel Pinot Noir		Master Price Band	Standard	GST	Bottle	0	49.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1640	Beverage	Red Wine	Rebel Pinot Noir		Master Price Band	Standard	GST	Large		16.50																				-1																																								
1640	Beverage	Red Wine	Rebel Pinot Noir		Master Price Band	Standard	GST	Small		11.50																				-1																																								
2027	Beverage	Red Wine	Roaring Meg Pinot Noir		Master Price Band	Standard	GST	Bottle	0	64.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2027	Beverage	Red Wine	Roaring Meg Pinot Noir		Master Price Band	Standard	GST	Large		21.50																				-1																																								
2027	Beverage	Red Wine	Roaring Meg Pinot Noir		Master Price Band	Standard	GST	Small		14.50																				-1																																								
1641	Beverage	Red Wine	Rose & Rose Pinot Noir		Master Price Band	Standard	GST	Bottle	0	65.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
1641	Beverage	Red Wine	Rose & Rose Pinot Noir		Master Price Band	Standard	GST	Large		21.50																				-1																																								
1641	Beverage	Red Wine	Rose & Rose Pinot Noir		Master Price Band	Standard	GST	Small		13.50																				-1																																								
2032	Beverage	Red Wine	Shiraz		Master Price Band	Standard	GST	Bottle	0	54.00					0		0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			-1	TRUE	FALSE	0	0	FALSE	FALSE	0	0	TRUE	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0		1	FALSE	FALSE		Not Set			1
2032	Beverage	Red Wine	Shiraz		Master Price Band	Standard	GST	Large		18.50																				-1																																								
2032	Beverage	Red Wine	Shiraz		Master Price Band	Standard	GST	Small		13.00																				-1																																								
